,#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3
10,AOG74783@H,60.118810395134936,30.460197266868366,72.14257247416192,36.87287037568276,31.261781405470167,36.87287037568276,30.460197266868366,60.118810395134936,12.023762079026987,60.118810395134936,80.15841386017992,32.063365544071964,11.222177940425189,48.09504831610795,30.460197266868366,86.57108696899431,73.74574075136552,8.817425524619791,42.48395934589536,94.5869283550123,0.06792172908926057,0.06827281425041641,0.06222131805852386
11,ARK08679@H,65.50889595160318,29.558892075723385,91.87223212724837,53.52556132630992,43.938893626075306,41.54222670101665,35.15111490086024,68.70445185168138,13.581112575332368,59.91667312646632,100.66001085246343,46.33556055113396,16.77666847541057,58.31889517642722,46.33556055113396,87.07889827713106,74.29667467681824,11.184445650273714,62.313340051524975,78.291119551916,0.06728410692946792,0.06736838057297807,0.06645853747800312
12,ARU07610@H,66.30549303634164,29.55787038969447,91.86905661661795,53.523711246203504,43.93737490359989,41.54079081794899,35.14989992287991,68.70207712199256,13.580643152021784,59.914602141272574,100.65653159733793,46.33395898925079,16.77608859955632,58.316879417505305,46.33395898925079,86.27702708343251,74.294106655178,11.184059066370882,62.31118622692348,78.28841346459616,0.06727753107340732,0.06738839802602717,0.06647270901693125
13,ARK08670@H,67.01899469323615,29.52027147202069,88.56081441606206,53.45562671960503,43.08363944565181,41.48794909581286,33.509497346618076,73.40175609259198,11.96767762379217,61.43407846879981,101.3263372147737,47.87071049516868,17.552593848228515,56.64700741928294,44.679329795490766,88.56081441606206,75.79529161735041,11.169832448872691,61.43407846879981,78.18882714210885,0.06741647534286417,0.06786358578228423,0.06687476395537363
14,ARK08627@H,61.18182526762665,33.811008700530515,92.57776191811928,45.081344934040686,36.226080750568414,46.69139296739929,24.15072050037894,66.81699338438173,16.10048033358596,63.59689731766454,106.26317020166734,33.811008700530515,9.660288200151577,61.18182526762665,37.83612878392701,103.04307413495015,85.33254576800559,10.465312216830874,56.351681167550865,101.43302610159155,0.06760782144404852,0.06564067491064607,0.06172748696600729
15,ARK08635@H,66.30154989042067,28.75729874765234,91.8635932216672,53.52052822479741,43.93476197557997,41.5383204132756,35.14780958046397,68.69799145272503,13.579835519724716,59.91103905760904,103.04698717908755,46.33120353788433,16.775090936130532,59.112225203507585,44.73357582968142,86.27189624295703,75.08850228553666,11.183393957420355,61.50866676581195,77.48494384784102,0.0673535553693561,0.0674009339585769,0.06643165657061308
16,ARK08642@H,58.59860173365871,28.095220009288425,71.442130880762,36.92514629792193,31.306102296064246,37.72786686961589,30.50338172437029,60.204042877046625,13.646249718797234,61.00676344874058,81.07477774108945,34.51698458284007,12.040808575409326,47.36051372994334,30.50338172437029,87.49654231464109,73.0475720241499,8.829926288633505,41.74146972808566,93.91830688819273,0.06778391312869919,0.06790610093821345,0.06158941423913242
17,ARK08651@H,66.30678146175299,29.558444748010373,92.66971866943793,53.524751300451214,43.938228679474875,41.541598024230794,35.1505829435799,68.70341211699709,13.580907046383144,59.9157663811021,100.65848752025154,46.33485933471896,16.77641458670859,58.318012610939384,46.33485933471896,85.47982670370567,74.2955503125666,11.18427639113906,62.31239703634619,78.28993473797341,0.06728150939069068,0.06740855430520923,0.06643305122273861
18,ARK08661@H,66.30594972395171,29.558073973327875,91.07082251241562,53.52407989764777,43.93767752791981,41.54107693548782,35.15014202233585,68.70255031638371,13.580736690447942,59.91501481079975,100.65722488214357,46.334278120351804,16.77620414702393,58.31728108251175,46.334278120351804,87.07648819169563,74.29461836539168,11.184136098015953,62.311615403231734,78.28895268611167,0.0672291948989615,0.06741265449526111,0.06649128646178086
19,ARU07587@H,66.30549303634164,29.55787038969447,91.86905661661795,53.523711246203504,43.93737490359989,41.54079081794899,35.14989992287991,68.70207712199256,13.580643152021784,59.914602141272574,100.65653159733793,46.33395898925079,16.77608859955632,58.316879417505305,46.33395898925079,86.27702708343251,74.294106655178,11.184059066370882,62.31118622692348,78.28841346459616,0.06727753107340732,0.06738839802602717,0.06647270901693125
20,ARU07601@H,58.60004631380671,28.095912616208697,71.4438920812164,36.92605658130286,31.30687405806112,37.728796941765964,30.504133697598014,60.20552703473292,13.646586127872796,61.00826739519603,80.27403604631056,34.51783549991354,12.041105406946585,47.36168126732323,30.504133697598014,88.30143965094162,73.04937280214261,8.830143965094162,41.742498744081495,93.92062217418335,0.06771523511944888,0.06794351944354327,0.061600884973902176
21,ARU07568@H,66.30549303634164,29.55787038969447,91.86905661661795,53.523711246203504,43.93737490359989,41.54079081794899,35.14989992287991,68.70207712199256,13.580643152021784,59.914602141272574,100.65653159733793,46.33395898925079,16.77608859955632,58.316879417505305,46.33395898925079,86.27702708343251,74.294106655178,11.184059066370882,62.31118622692348,78.28841346459616,0.06727753107340732,0.06738839802602717,0.06647270901693125
22,ARU07594@H,62.09174040076745,31.44906331986923,89.50887252578165,45.15762938237633,36.28738075369527,45.15762938237633,22.578814691188164,65.31728535665147,20.159655974275147,65.31728535665147,105.63659730520176,36.28738075369527,9.676634867652071,59.67258168385443,38.706539470608284,108.8621422610858,83.0577826140136,10.483021106623076,54.8342642500284,99.99189363240473,0.06690483851533126,0.06542235129545454,0.061286571218208276
23,APT69890@H,60.1284986889195,29.66339268653362,72.95591174255566,35.27538589749944,31.26681931823814,36.87881252920396,31.26681931823814,60.1284986889195,12.82741305363616,60.93021200477176,80.171331585226,32.0685326340904,11.22398642193164,47.30108563528334,30.46510600238588,85.78332479619182,72.95591174255566,8.81884647437486,44.0942323718743,94.60217127056669,0.06805962688973098,0.0684858423899026,0.0617412148681065
24,APT69883@H,58.56279122660437,28.078050588097984,71.39847149544916,36.90258077292878,31.286970655309183,37.70481078973158,30.484740638506384,60.167251260209966,13.637910285647592,60.96948127701277,80.22300168027996,35.29812073932318,12.033450252041993,47.331570991365176,30.484740638506384,88.24530184830795,72.20070151225197,8.824530184830795,41.71596087374558,93.86091196592756,0.06780668639425724,0.06811823858939943,0.061845058213543684
25,APT69869@H,59.453203368256524,28.119758349851057,72.30795004247415,35.35055335409847,31.333445018405463,37.760818355514274,30.530023351266863,61.060046702533725,13.658168341356228,60.256625035395125,81.14558838099876,34.54713168695987,11.247903339940423,46.598456694038894,30.530023351266863,88.37638338524619,73.91479337675135,8.837638338524618,41.777926691207284,94.0003350552164,0.06743241954554587,0.06776545060582444,0.06138046271002802
26,APT69849@H,58.59711314836293,28.094506304009624,71.4403160301959,36.92420828526979,31.30530702446787,37.726908465384355,30.50260684435331,60.202513508592055,13.645903061947532,61.00521368870662,80.27001801145607,33.71340756481155,12.84320288183297,47.35931062675908,30.50260684435331,88.29701981260168,73.04571639042503,8.829701981260168,41.740409365957156,93.91592107340361,0.06773967373568118,0.06776174202719912,0.061798404122558936
27,APT69876@H,60.936856084774085,29.66662730442949,72.16206641617984,35.279232470132364,31.2702287803446,36.88283394604748,31.2702287803446,60.135055346816536,12.82881180732086,60.936856084774085,80.18007379575538,32.07202951830215,11.225210331405753,47.306243539495675,30.468428042387043,85.79267896145825,73.76566789209495,8.819808117533091,44.099040587665456,93.8106863410338,0.0679573519758595,0.06853890063338214,0.0617030094332046
28,APT69862@H,59.453203368256524,28.119758349851057,72.30795004247415,35.35055335409847,31.333445018405463,37.760818355514274,30.530023351266863,61.060046702533725,13.658168341356228,60.256625035395125,81.14558838099876,34.54713168695987,11.247903339940423,46.598456694038894,30.530023351266863,88.37638338524619,73.91479337675135,8.837638338524618,41.777926691207284,94.0003350552164,0.06743241954554587,0.06776545060582444,0.06138046271002802
29,APU51916@H,66.30549303634164,29.55787038969447,91.86905661661795,53.523711246203504,43.93737490359989,41.54079081794899,35.14989992287991,68.70207712199256,13.580643152021784,59.914602141272574,100.65653159733793,46.33395898925079,16.77608859955632,58.316879417505305,46.33395898925079,86.27702708343251,74.294106655178,11.184059066370882,62.31118622692348,78.28841346459616,0.06727753107340732,0.06738839802602717,0.06647270901693125
30,APU51926@H,66.30549303634164,29.55787038969447,91.86905661661795,53.523711246203504,43.93737490359989,41.54079081794899,35.14989992287991,68.70207712199256,13.580643152021784,59.914602141272574,100.65653159733793,46.33395898925079,16.77608859955632,58.316879417505305,46.33395898925079,86.27702708343251,74.294106655178,11.184059066370882,62.31118622692348,78.28841346459616,0.06727753107340732,0.06738839802602717,0.06647270901693125
31,APU51936@H,66.28562809616946,29.549014934436986,91.84153290433117,53.5076756920886,43.92421138902795,41.52834531326279,35.139369111222365,68.68149417193462,13.576574429335912,59.89665189412903,100.62637518213677,46.320077464793115,16.771062530356126,59.09802986887397,46.320077464793115,85.45255670229075,74.27184834871998,11.18070835357075,62.292517969894185,78.26495847499525,0.0672910463382256,0.06753518876784595,0.06655173963887474
32,ARB07433@H,66.24802557677036,29.53225236554823,90.99126404520266,53.47732185112788,43.89929405689602,41.50478710833806,35.11943524551682,68.64253252532832,14.367041691347788,60.66084269680177,99.77112285658187,47.09196998830664,16.761548639905754,59.06450473109646,46.293801005453986,85.40408116523408,75.02788438814956,11.174365759937169,61.45901167965443,77.42239133670752,0.06722495585887192,0.06756260830564124,0.06704345298283189
33,ARB07425@H,59.21930110839377,32.010433031564204,72.82373514680856,36.811997986298834,31.2101722057751,36.011737160509725,30.409911379985992,60.819822759971984,11.20365156104747,58.41904028260467,81.62660423048871,31.2101722057751,12.003912386836575,47.2153887215572,29.609650554196886,87.22843001101245,72.82373514680856,8.802869083680156,42.41382376682257,94.4307774431144,0.06847261600159049,0.06826026004236832,0.06300629816693608
34,ARE29973@H,61.18182526762665,33.811008700530515,92.57776191811928,45.081344934040686,36.226080750568414,46.69139296739929,24.15072050037894,66.81699338438173,16.10048033358596,63.59689731766454,106.26317020166734,33.811008700530515,9.660288200151577,61.18182526762665,37.83612878392701,103.04307413495015,85.33254576800559,10.465312216830874,56.351681167550865,101.43302610159155,0.06760782144404852,0.06564067491064607,0.06172748696600729
35,ARB07608@H,47.98664225223212,28.791985351339275,91.97439765011157,53.58508384832587,44.78753276874998,31.19131746395088,31.19131746395088,58.383748073549086,21.593989013504455,63.98218966964283,106.3703903257812,47.98664225223212,10.39710582131696,71.97996337834819,40.78864591439731,123.96549248493298,68.78085389486604,11.99666056305803,58.383748073549086,70.38040863660711,0.06524748097126708,0.06746814673504258,0.06750700142315494
36,ARA15421@H,66.29809070948285,29.55457055723934,91.85880038060876,53.51773587391989,43.932469747247666,41.53615321557962,35.14597579779814,68.6944072411509,13.579127012785642,59.90791329170136,101.44406650728098,46.32878627891572,16.77421572167638,58.310368937255994,45.53001410169304,86.26739514004997,74.2858124817097,11.182810481117588,62.30422982336942,78.27967336782312,0.06734961669611389,0.06734683418651662,0.06653137189468453
37,ARB07599@H,47.98664225223212,28.791985351339275,91.97439765011157,53.58508384832587,44.78753276874998,31.19131746395088,31.19131746395088,58.383748073549086,21.593989013504455,63.98218966964283,106.3703903257812,47.98664225223212,10.39710582131696,71.97996337834819,40.78864591439731,123.96549248493298,68.78085389486604,11.99666056305803,58.383748073549086,70.38040863660711,0.06524748097126708,0.06746814673504258,0.06750700142315494
38,ARB07438@H,49.69931696718105,29.65926980299514,97.79543016122723,50.50091885374849,44.88970564777643,32.06407546269745,32.06407546269745,59.31853960599028,16.833639617916162,72.14416979106926,103.40664336719928,43.28650187464156,11.222426411944108,72.9457716776367,43.28650187464156,123.44669053138519,62.524947152260026,12.82563018507898,54.508928286585665,71.34256790450183,0.0647826510287957,0.06746200723349677,0.06615345517027123
39,ARB07617@H,47.98664225223212,28.791985351339275,91.97439765011157,53.58508384832587,44.78753276874998,31.19131746395088,31.19131746395088,58.383748073549086,21.593989013504455,63.98218966964283,106.3703903257812,47.98664225223212,10.39710582131696,71.97996337834819,40.78864591439731,123.96549248493298,68.78085389486604,11.99666056305803,58.383748073549086,70.38040863660711,0.06524748097126708,0.06746814673504258,0.06750700142315494
40,ARB07414@H,66.25412493022259,28.736728885397753,90.99964147042621,53.48224542560137,43.903335797135455,41.50860839001897,35.122668637708365,68.64885233733908,13.570121973660049,60.66642764695081,101.37679356793096,47.09630567329076,16.763091849815353,59.06994270887316,46.29806320425193,83.81545924907677,75.83303455868851,11.17539456654357,62.26291258502846,77.42951949676616,0.06755823232539175,0.0674332421798862,0.06676605645589562
41,ARB07406@H,62.03562561629946,32.22629902145427,91.84495221114466,46.728133581108686,36.25458639913605,46.728133581108686,23.364066790554343,64.45259804290853,17.724464461799847,63.64694056737218,106.34678677079908,34.64327144806334,9.66788970643628,61.229968140763106,37.865901350208766,103.92981434419,84.59403493131745,10.473547181972638,56.39602328754497,102.31849939311729,0.06708158834454059,0.06536662920916028,0.061894306909942354
42,ARK08620@H,58.70262681515902,27.34094947555352,71.56895598012538,36.99069634927829,31.361677339605507,37.794841922088686,30.55753176679511,60.31091796077982,14.474620310587156,60.31091796077982,80.41455728103976,34.57825963084709,12.062183592155964,47.44458879581346,30.55753176679511,89.26015858195413,73.98139269855658,8.845601300914373,41.01142421333028,94.08503201881652,0.06711627931683933,0.06743601512711052,0.06130213274565248
43,ARE29961@H,62.04518526253126,32.23126507144481,91.85910545361772,45.92955272680886,36.26017320537541,46.73533435359498,23.36766717679749,65.26831176967575,17.727195789294647,63.656748516103505,106.36317473576787,34.648609951803174,9.669379521433443,61.23940363574514,37.87173645894765,103.94582985540951,84.60707081254263,10.475161148219563,56.40471387502842,102.33426660183727,0.06710656569220973,0.06532517580954146,0.06178663171212846
44,ARE29990@H,66.25412493022259,28.736728885397753,90.99964147042621,53.48224542560137,43.903335797135455,41.50860839001897,35.122668637708365,68.64885233733908,13.570121973660049,60.66642764695081,101.37679356793096,47.09630567329076,16.763091849815353,59.06994270887316,46.29806320425193,83.81545924907677,75.83303455868851,11.17539456654357,62.26291258502846,77.42951949676616,0.06755823232539175,0.0674332421798862,0.06676605645589562
45,ARE30017@H,66.24802557677036,29.53225236554823,90.99126404520266,53.47732185112788,43.89929405689602,41.50478710833806,35.11943524551682,68.64253252532832,14.367041691347788,60.66084269680177,99.77112285658187,47.09196998830664,16.761548639905754,59.06450473109646,46.293801005453986,85.40408116523408,75.02788438814956,11.174365759937169,61.45901167965443,77.42239133670752,0.06722495585887192,0.06756260830564124,0.06704345298283189
46,ARE29999@H,66.25412493022259,28.736728885397753,90.99964147042621,53.48224542560137,43.903335797135455,41.50860839001897,35.122668637708365,68.64885233733908,13.570121973660049,60.66642764695081,101.37679356793096,47.09630567329076,16.763091849815353,59.06994270887316,46.29806320425193,83.81545924907677,75.83303455868851,11.17539456654357,62.26291258502846,77.42951949676616,0.06755823232539175,0.0674332421798862,0.06676605645589562
47,ARE30008@H,66.2801139871438,28.748001247435866,91.03533728354691,53.503224543838975,43.92055746136035,41.5248906907407,35.13644596908828,68.67578075776346,14.374000623717933,60.69022485569794,100.61800436602553,47.114779822186556,16.76966739433759,59.09311367528483,46.31622423198001,85.44544815210105,75.06422547941587,11.179778262891725,61.48878044590449,77.45989225003552,0.06753312157672801,0.0672582886714535,0.06665299954526673
48,ARE29985@H,61.18182526762665,33.811008700530515,92.57776191811928,45.081344934040686,36.226080750568414,46.69139296739929,24.15072050037894,66.81699338438173,16.10048033358596,63.59689731766454,106.26317020166734,33.811008700530515,9.660288200151577,61.18182526762665,37.83612878392701,103.04307413495015,85.33254576800559,10.465312216830874,56.351681167550865,101.43302610159155,0.06760782144404852,0.06564067491064607,0.06172748696600729
49,ARE29979@H,62.03344679137893,32.22516716435269,91.84172641840516,46.7264923883114,36.253313059896776,46.7264923883114,23.3632461941557,64.45033432870538,17.723841940393978,64.45033432870538,106.34305164236387,34.64205470167914,9.667550149305807,61.22781761227011,37.86457141811441,103.92616410503743,84.59106380642581,10.473179328414624,56.3940425376172,101.50927656771097,0.06710037023458347,0.06537986084989836,0.06189058980670099
50,ARE29967@H,62.038434588343506,32.22775822771091,91.84911094897609,45.924555474488045,36.25622800617477,46.73024943018082,23.36512471509041,65.26121041111459,17.725267025241003,63.64982249972905,105.54590819575323,34.64484009478923,9.668327468313274,62.038434588343506,37.86761591756032,103.9345202843677,84.59786534774113,10.474021424006047,56.39857689849409,102.32313237298214,0.06710282155009642,0.06536390909841802,0.06183931365871274
51,ARB07420@H,66.25412493022259,28.736728885397753,90.99964147042621,53.48224542560137,43.903335797135455,41.50860839001897,35.122668637708365,68.64885233733908,13.570121973660049,60.66642764695081,101.37679356793096,47.09630567329076,16.763091849815353,59.06994270887316,46.29806320425193,83.81545924907677,75.83303455868851,11.17539456654357,62.26291258502846,77.42951949676616,0.06755823232539175,0.0674332421798862,0.06676605645589562
52,ARB07399@H,62.04518526253126,32.23126507144481,91.85910545361772,45.92955272680886,36.26017320537541,46.73533435359498,23.36766717679749,65.26831176967575,17.727195789294647,63.656748516103505,106.36317473576787,34.648609951803174,9.669379521433443,61.23940363574514,37.87173645894765,103.94582985540951,84.60707081254263,10.475161148219563,56.40471387502842,102.33426660183727,0.06710656569220973,0.06532517580954146,0.06178663171212846
53,ARB07392@H,58.70262681515902,27.34094947555352,71.56895598012538,36.99069634927829,31.361677339605507,37.794841922088686,30.55753176679511,60.31091796077982,14.474620310587156,60.31091796077982,80.41455728103976,34.57825963084709,12.062183592155964,47.44458879581346,30.55753176679511,89.26015858195413,73.98139269855658,8.845601300914373,41.01142421333028,94.08503201881652,0.06711627931683933,0.06743601512711052,0.06130213274565248
54,ARA15429@H,59.287854392401925,29.643927196200963,70.50447549366716,37.65579941139041,31.246301639238855,36.85461218987147,31.246301639238855,60.89022883543982,13.620182765822065,60.08904161392087,80.1187221518945,32.84867608227675,11.216621101265229,47.270046069617756,30.44511441771991,87.329407145565,73.70922437974293,8.813059436708395,41.66173551898514,93.73890491771657,0.06843053752741642,0.06845593112552079,0.061926309828117816
55,APT69856@H,58.70262681515902,27.34094947555352,71.56895598012538,36.99069634927829,31.361677339605507,37.794841922088686,30.55753176679511,60.31091796077982,14.474620310587156,60.31091796077982,80.41455728103976,34.57825963084709,12.062183592155964,47.44458879581346,30.55753176679511,89.26015858195413,73.98139269855658,8.845601300914373,41.01142421333028,94.08503201881652,0.06711627931683933,0.06743601512711052,0.06130213274565248
56,AZS52618@H,49.71656089595675,28.867680520232952,96.22560173410984,48.11280086705492,44.90528080925126,31.2733205635857,31.2733205635857,59.339121069367735,18.443240332371055,74.57484134393513,104.244401878619,47.310920852604006,10.424440187861899,69.76356125722964,44.90528080925126,123.48952222544096,64.95228117052415,12.830080231214646,56.13160101156407,66.55604119942598,0.06469358874600879,0.06707896439373098,0.0663474324093448
57,QEO75985@H,60.96272805044458,29.67922286666381,71.39056311170484,36.09635213513166,31.283505183780772,37.70063445224862,30.48136402522229,60.160586891886105,12.03211737837722,60.96272805044458,80.21411585584814,32.08564634233925,11.22997621981874,46.52418719639192,30.48136402522229,86.63124512431598,73.79698658738029,8.823552744143296,44.117763720716475,94.6526567099008,0.06784406842907263,0.06835407948117327,0.06166069353127261
58,QEG03731@H,62.062006015982504,32.240003125185716,88.66000859426072,44.33000429713036,35.464003437704285,46.748004531519285,21.762002109500358,62.86800609411215,17.732001718852143,59.64400578159358,106.39201031311286,34.65800335957464,9.672000937555715,59.64400578159358,37.07600359396357,103.1680100005943,83.01800804735322,10.478001015685358,54.002005234686074,100.75000976620537,0.067318070229992,0.0650643088504603,0.061617542789904715
59,QEG03757@H,67.06069719304934,29.53864043027173,91.80928782381754,54.28723106103994,43.908789828782304,41.51376492903054,35.12703186302584,68.65738045955051,13.571807765259985,59.87562249379405,100.591045789574,47.10215636178465,16.765174298262334,58.278939227292874,45.50547309528348,86.22089639106343,73.44743025905403,11.176782865508223,62.27064739354581,77.43913842530696,0.06727925508111576,0.06774215619802278,0.06663695547027412
60,QEG03785@H,60.96012431494827,29.677955258593236,71.38751400039995,36.09481044964042,31.28216905635503,37.69902424740222,30.480062157474133,60.158017416067366,12.031603483213473,61.76223121382917,80.21068988808983,32.08427595523593,11.229496584332576,46.5222001350921,31.28216905635503,85.82543818025611,72.99172779816175,8.823175887689882,44.115879438449404,94.648614067946,0.0678473166274921,0.06833028713175958,0.06171549735985008
61,QEG03794@H,67.84480861443885,29.53244610275573,91.79003518424079,54.275846891551076,43.8995820446369,41.5050593876567,35.11966563570952,68.64298283343224,13.568961722887769,60.66124064349826,100.56995159316817,47.09227892061049,16.76165859886136,58.26671798651807,45.49593048262369,85.4046414322936,73.43202814739263,11.174439065907574,62.25758908148506,76.62472502336622,0.06734083058642677,0.06779640474859457,0.06668854567158047
62,QEG03814@H,67.02411833540297,29.52252831440369,91.75920962584931,54.25761960485003,43.88483938627576,41.49112087429708,35.107871509020605,68.61993067672209,13.564404901212507,60.6408689701265,100.53617750310445,47.07646406891399,16.756029583850744,59.04505662880738,46.278557898254434,84.57805408991328,73.40736770067944,11.170686389233829,62.236681311445615,76.59899238331768,0.06741850379036173,0.06792483686656274,0.0667504886835164
63,QEG03803@H,67.03636650761212,29.52792334263867,90.17987399238295,53.46948280964299,43.892859022841265,41.49870307614083,33.51818325380606,72.62273038324645,11.970779733502162,61.45000263197777,99.75649777918468,47.085066951775175,17.557143609136507,58.25779470304386,44.69091100507474,88.583770027916,75.01688632994689,11.172727751268685,61.45000263197777,78.2090942588808,0.06709910600807477,0.06795149807285854,0.06689741368558919
64,QEG03748@H,62.064608684582566,32.24135516082211,91.88786220834302,45.13789722515096,36.27152455592488,46.749964983192065,23.374982491596032,64.48271032164422,17.732745338452162,62.064608684582566,108.00853978875408,34.65945679788377,9.672406548246634,62.064608684582566,37.07755843494543,104.78440427267186,84.63355729715805,10.478440427267186,55.616337652418146,102.36630263561021,0.06720985945529873,0.06535969391414578,0.06139656761000261
65,QEG03740@H,67.06797042602714,29.541844116226244,91.8192452261086,53.49469069695023,43.913552064660635,41.51826740658824,35.13084165172851,68.66482686474208,13.573279729076923,60.680544671167425,100.60195563904072,47.1072649420905,16.766992606506786,58.28526001309503,45.510408503375565,86.23024769060633,73.45539618088688,11.177995071004526,62.277401109882355,76.64910905831674,0.0671939582531471,0.06769677560827457,0.06668104678111222
66,QEG03776@H,67.88051885597808,28.749396221355422,89.44256602199465,55.90160376374666,43.92268867151523,41.526905653068944,31.943773579283803,72.67208489287066,11.978915092231427,61.49176414012132,100.62288677474398,47.117066029443606,17.56907546860609,57.498792442710844,45.51987735047942,88.64397168251256,75.06786791131694,11.180320752749331,61.49176414012132,77.46365092976322,0.06694201864129837,0.06771637551963045,0.06674726635697618
67,QEG03767@H,67.810127979294,30.31511603780202,91.74311432492716,54.248102383435196,43.87714163366082,41.483842999097504,35.10171330692866,68.6078941908151,13.562025595858799,60.63023207560404,100.51854265165933,46.270440268224135,16.753090441943222,58.236933441040726,45.472674056703035,85.36098463275832,73.39449145994173,11.168726961295482,62.22576449864626,76.58555630602616,0.06760938328976432,0.06790247353660496,0.06672193165252499
68,AGT51366@H,61.96313558529988,33.798073955618115,92.54234535466865,45.06409860749082,36.21222209530512,46.673530700615494,24.14148139687008,65.98671581811156,16.899036977809057,65.18199977154921,105.41780209966602,33.798073955618115,9.656592558748033,61.15841953873754,37.8216541884298,103.00365395997902,83.69046884248296,10.46130860531037,56.330123259363525,101.39422186685435,0.06755918947860509,0.06571585549355,0.06200890846550875
