,#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4
10,AOG74783@H,56.403968110383836,28.578010509261144,67.6847617324606,34.59443377436875,29.330063417399597,34.59443377436875,28.578010509261144,56.403968110383836,11.280793622076768,56.403968110383836,75.20529081384512,30.082116325538045,10.528740713938317,45.12317448830707,28.578010509261144,81.22171407895273,69.1888675487375,8.272581989522964,39.85880413133791,88.74224316033724,0.06372473135068568,0.06405412236996416,0.05837655829335963,0.06179167984753945
11,ARK08679@H,61.34929708403029,27.681999903769768,86.03864834955468,50.12686469061012,41.14891877587398,38.90443229718994,32.91913502069918,64.34194572227567,12.718756712542866,56.11216196710088,94.26843210472947,43.39340525455801,15.711405350788246,54.61583764797819,43.39340525455801,81.54967539218661,69.57908083920509,10.47427023385883,58.35664844578491,73.3198916370118,0.06301178801882355,0.06309071056387573,0.062238639505088386,0.06349670235086734
12,ARU07610@H,62.092268024386016,27.679685745810634,86.03145569643846,50.122674188359795,41.145478811340126,38.90117996708521,32.9163830490721,64.33656686864093,12.717693450777858,56.107471106372905,94.26055145870647,43.38977765559505,15.710091909784413,54.61127187686963,43.38977765559505,80.79475839317698,69.5732641719024,10.473394606522943,58.35176995062782,73.3137622456606,0.06300254021396613,0.06310636238950362,0.06224885866279722,0.06354262398209429
13,ARK08670@H,62.76713118002676,27.6474268292975,82.9422804878925,50.06425939359278,40.35029861573149,38.85584311144514,31.38356559001338,68.74495319717217,11.208416282147637,57.536536915024534,94.89792452218332,44.833665128590546,16.439010547149866,53.05317040216548,41.84475412001784,82.9422804878925,70.98663645360169,10.46118853000446,57.536536915024534,73.22831971003122,0.06313939459864294,0.06355813916100908,0.06263205082430005,0.0634426632728721
14,ARK08627@H,57.4638144762399,31.7563185263431,86.95182453641563,42.34175803512414,34.02462699251046,43.85396367923571,22.683084661673643,62.756534230630415,15.122056441115761,59.73212294240726,99.80557251136403,31.7563185263431,9.073233864669458,57.4638144762399,35.53683263662204,96.78116122314087,80.14689913791354,9.829336686725245,52.927197543905166,95.2689555790293,0.06349930378195569,0.061651700462693006,0.05797631639107124,0.06076985730849196
15,ARK08635@H,62.097537246577176,26.933871576828654,86.03875642598042,50.12692765687555,41.14897046459934,38.90448116653028,32.91917637167947,64.34202654464623,12.718772689057976,56.11223245172636,96.51303981696935,43.39345976266839,15.711425086483382,55.36406935237002,41.897133563955684,80.80161473048597,70.32733133949705,10.474283390988921,57.60855865043907,72.5718206375661,0.06308283773381713,0.06312721216720053,0.06221939419309848,0.06340745654953227
16,ARK08642@H,54.995589199325586,26.367748246251995,67.04941696904079,34.65475483793119,29.381205188680795,35.408119073538394,28.627840953073594,56.50231767053999,12.807192005322397,57.25568190614719,76.08978779632719,32.39466213110959,11.300463534107998,44.44848990082479,28.627840953073594,82.11670168118478,68.55614544025518,8.287006591679198,39.17494025157439,88.14361556604239,0.06361612957408634,0.0637308045045182,0.0578025076420358,0.06148632267215975
17,ARK08651@H,62.09711211702502,27.681845160601515,86.78632536837232,50.12658448000815,41.1486887522455,38.90421482030483,32.918951001796394,64.34158604896568,12.718685614330425,56.111848298516584,94.26790514150787,43.39316268418616,15.711317523584643,54.61553234388948,43.39316268418616,80.05290357255033,69.57869189016057,10.474211682389763,58.35632223045725,73.31948177672834,0.06300995674848632,0.06312893586535549,0.06221536529312642,0.06348776477947736
18,ARK08661@H,62.09161415454616,27.679394261665156,85.28245799540075,50.12214636571798,41.14504552409685,38.90077031369157,32.91603641927748,64.33588936495144,12.717559525629936,56.10688026013207,94.25955883702188,43.389320734502135,15.70992647283698,54.61069678652855,43.389320734502135,81.54199931139195,69.57253152256376,10.473284315224653,58.35115547053736,73.31299020657258,0.06295617884919898,0.06312797794888474,0.0622651710866444,0.06355893531351094
19,ARU07587@H,62.092268024386016,27.679685745810634,86.03145569643846,50.122674188359795,41.145478811340126,38.90117996708521,32.9163830490721,64.33656686864093,12.717693450777858,56.107471106372905,94.26055145870647,43.38977765559505,15.710091909784413,54.61127187686963,43.38977765559505,80.79475839317698,69.5732641719024,10.473394606522943,58.35176995062782,73.3137622456606,0.06300254021396613,0.06310636238950362,0.06224885866279722,0.06354262398209429
20,ARU07601@H,54.999972335010305,26.369849749662475,67.05476079199886,34.65751681384211,29.383546863909615,35.410941092403895,28.630122585347827,56.506820892133874,12.808212735550345,57.260245170695654,75.3424278561785,32.39724397815675,11.301364178426775,44.45203243514531,28.630122585347827,82.87667064179635,68.56160934912243,8.287667064179635,39.17806248521282,88.15064059172884,0.06355517260659432,0.06376943236063055,0.05781645548936224,0.06143466098162796
21,ARU07568@H,62.092268024386016,27.679685745810634,86.03145569643846,50.122674188359795,41.145478811340126,38.90117996708521,32.9163830490721,64.33656686864093,12.717693450777858,56.107471106372905,94.26055145870647,43.38977765559505,15.710091909784413,54.61127187686963,43.38977765559505,80.79475839317698,69.5732641719024,10.473394606522943,58.35176995062782,73.3137622456606,0.06300254021396613,0.06310636238950362,0.06224885866279722,0.06354262398209429
22,ARU07594@H,58.34220500931057,29.54994799172873,84.10369813030485,42.430694552225866,34.09609383661007,42.430694552225866,21.215347276112933,61.37296890589813,18.94227435367226,61.37296890589813,99.25751761324265,34.09609383661007,9.092291689762686,56.06913208686989,36.36916675905074,102.28828150983021,78.04217033712972,9.849982663909577,51.522986241988555,93.95368079421442,0.06286465445455655,0.061471690225377656,0.05758565759716128,0.06038702357601405
23,APT69890@H,56.43461761479128,27.84107802329703,68.47400270594675,33.10830900067755,29.346001159691465,34.61323213707198,29.346001159691465,56.43461761479128,12.039385091155472,57.18707918298849,75.2461568197217,30.09846272788868,10.534461954761039,44.395232523635805,28.593539591494245,80.51338779710223,68.47400270594675,8.277077250169388,41.385386250846935,88.79046504727161,0.06387851189165214,0.06427854364528238,0.057948259612814045,0.061433116653034386
24,APT69883@H,54.959379402905896,26.35038738495488,67.00527077888526,34.6319377059407,29.361860228949723,35.38480591693941,28.608992017951014,56.465115824903314,12.798759586978084,57.21798403590203,75.28682109987109,33.12620128394328,11.293023164980664,44.41922444892394,28.608992017951014,82.81550320985819,67.75813898988397,8.28155032098582,39.149146971932964,88.08558068684917,0.0636344908693984,0.06392687302772779,0.05803968607645258,0.061530739027710314
25,APT69869@H,55.816301819438614,26.399602211896642,67.88469140201994,33.18807135209864,29.41669960754197,35.45089439883263,28.66242525863064,57.32485051726128,12.822663931492654,56.570576168349945,76.1817092400446,32.4337970031873,10.559840884758657,43.747912236857296,28.66242525863064,82.9701783802466,69.3932400998426,8.29701783802466,39.2222661433893,88.25009882262592,0.0633074093326113,0.0636200680477459,0.0576256658740269,0.06117250783428332
26,APT69849@H,55.00545250968467,26.372477230670732,67.06144210084844,34.66097007459582,29.386474628461674,35.41446942404355,28.632975279013937,56.51245120858014,12.809488940611498,57.265950558027875,75.34993494477352,31.64697267680488,12.055989591163764,44.45646161741638,28.632975279013937,82.88492843925087,68.56844079974391,8.288492843925088,39.181966171282234,88.15942388538502,0.06358762755522612,0.06360834318942445,0.05801052305309146,0.06129415675452285
27,APT69876@H,57.19458933487663,27.8447342814531,67.7304347386697,33.11265698334963,29.349855053423536,34.61777775532007,29.349855053423536,56.44202894889141,12.040966175763502,57.19458933487663,75.25603859852188,30.102415439408755,10.535845403793065,44.40106277312791,28.597294667438316,80.52396130041842,69.23555551064014,8.278164245837408,41.39082122918704,88.0495651602706,0.06378394108711033,0.0643297755587638,0.05791369151615856,0.06141220585274834
28,APT69862@H,55.816301819438614,26.399602211896642,67.88469140201994,33.18807135209864,29.41669960754197,35.45089439883263,28.66242525863064,57.32485051726128,12.822663931492654,56.570576168349945,76.1817092400446,32.4337970031873,10.559840884758657,43.747912236857296,28.66242525863064,82.9701783802466,69.3932400998426,8.29701783802466,39.2222661433893,88.25009882262592,0.0633074093326113,0.0636200680477459,0.0576256658740269,0.06117250783428332
29,APU51916@H,62.092268024386016,27.679685745810634,86.03145569643846,50.122674188359795,41.145478811340126,38.90117996708521,32.9163830490721,64.33656686864093,12.717693450777858,56.107471106372905,94.26055145870647,43.38977765559505,15.710091909784413,54.61127187686963,43.38977765559505,80.79475839317698,69.5732641719024,10.473394606522943,58.35176995062782,73.3137622456606,0.06300254021396613,0.06310636238950362,0.06224885866279722,0.06354262398209429
30,APU51926@H,62.092268024386016,27.679685745810634,86.03145569643846,50.122674188359795,41.145478811340126,38.90117996708521,32.9163830490721,64.33656686864093,12.717693450777858,56.107471106372905,94.26055145870647,43.38977765559505,15.710091909784413,54.61127187686963,43.38977765559505,80.79475839317698,69.5732641719024,10.473394606522943,58.35176995062782,73.3137622456606,0.06300254021396613,0.06310636238950362,0.06224885866279722,0.06354262398209429
31,APU51936@H,62.067637080149936,27.668705686331897,85.9973284845451,50.10279137795236,41.12915710130417,38.88574853214213,32.90332568104334,64.31104564931198,12.712648558584927,56.08521422905115,94.22315990480593,43.37256567046622,15.70385998413432,55.337411372663794,43.37256567046622,80.0149056334463,69.54566564402342,10.469239989422881,58.32862279821319,73.28467992596016,0.06300907697223582,0.06323768374798451,0.062316814995934444,0.06363356789649652
32,ARB07433@H,62.03793346295026,27.65546431480915,85.20872788887144,50.078813759249,41.109473981473066,38.86713903702908,32.88757918517845,64.28026840739425,13.45400966666391,56.80581859258096,93.43062268516606,44.09925390739838,15.696344611107897,55.3109286296183,43.35180892591705,79.97661301850214,70.25982825924487,10.464229740738597,57.55326357406229,72.50216320368885,0.06295277938192372,0.06326897386234644,0.06278281109609071,0.06355045417831061
33,ARB07425@H,55.52632672983984,30.01423066477829,68.28237476237061,34.516365264495036,29.263874898158832,33.76600949787558,28.513519131539375,57.02703826307875,10.5049807326724,54.77597096322038,76.53628819518464,29.263874898158832,11.25533649929186,44.27099023054798,27.76316336491992,81.78877856152084,68.28237476237061,8.25391343281403,39.76885563083123,88.54198046109596,0.06420259572452588,0.0640034824936349,0.05907716289409436,0.06236099226828766
34,ARE29973@H,57.4638144762399,31.7563185263431,86.95182453641563,42.34175803512414,34.02462699251046,43.85396367923571,22.683084661673643,62.756534230630415,15.122056441115761,59.73212294240726,99.80557251136403,31.7563185263431,9.073233864669458,57.4638144762399,35.53683263662204,96.78116122314087,80.14689913791354,9.829336686725245,52.927197543905166,95.2689555790293,0.06349930378195569,0.061651700462693006,0.05797631639107124,0.06076985730849196
35,ARB07608@H,44.951111455259785,26.97066687315587,86.15629695591458,50.19540779170676,41.9543706915758,29.218222445918858,29.218222445918858,54.69051893723274,20.2280001548669,59.93481527367971,99.64163039249252,44.951111455259785,9.739407481972952,67.42666718288967,38.20844473697082,116.12370459275444,64.42992641920569,11.237777863814946,54.69051893723274,65.92829680104768,0.061120066994850855,0.06320025826407243,0.06323665508897877,0.06325782873110163
36,ARA15421@H,62.08587456971966,27.676835651561777,86.0225972953947,50.11751320688214,41.14124218475399,38.897174429221955,32.91299374780319,64.3299423252517,12.71638394801487,56.1016938883009,94.99886831752285,43.38530994028603,15.70847428872425,54.60564871794621,42.63728735510868,80.78643919915329,69.56610042149312,10.472316192482834,58.34576164383294,73.30621334737984,0.06307059237703712,0.06306798665279986,0.06230433435112382,0.06353450144169387
37,ARB07599@H,44.951111455259785,26.97066687315587,86.15629695591458,50.19540779170676,41.9543706915758,29.218222445918858,29.218222445918858,54.69051893723274,20.2280001548669,59.93481527367971,99.64163039249252,44.951111455259785,9.739407481972952,67.42666718288967,38.20844473697082,116.12370459275444,64.42992641920569,11.237777863814946,54.69051893723274,65.92829680104768,0.061120066994850855,0.06320025826407243,0.06323665508897877,0.06325782873110163
38,ARB07438@H,46.59507566257892,27.80673870186161,91.68708436830046,47.34660914100761,42.08587479200676,30.06133913714769,30.06133913714769,55.61347740372322,15.782203047002538,67.6380130585823,96.9478187173013,40.58280783514938,10.52146869800169,68.389546537011,40.58280783514938,115.7361556780186,58.61961131743799,12.024535654859076,51.10427653315107,66.8864795801536,0.060736298011952225,0.06324830044384656,0.0620214811208631,0.06246044199464589
39,ARB07617@H,44.951111455259785,26.97066687315587,86.15629695591458,50.19540779170676,41.9543706915758,29.218222445918858,29.218222445918858,54.69051893723274,20.2280001548669,59.93481527367971,99.64163039249252,44.951111455259785,9.739407481972952,67.42666718288967,38.20844473697082,116.12370459275444,64.42992641920569,11.237777863814946,54.69051893723274,65.92829680104768,0.061120066994850855,0.06320025826407243,0.06323665508897877,0.06325782873110163
40,ARB07414@H,62.05406452366594,26.91501593797559,85.23088380358936,50.09183521789901,41.12016323857382,38.877245243742514,32.89613059085905,64.29698251849724,12.709868637377362,56.82058920239291,94.95019511452499,44.11072056501555,15.700425963819093,55.325310539172044,43.36308123340512,78.50212981909547,71.02573650299114,10.466950642546061,58.315867865613775,72.52101516621201,0.06327550038944554,0.0631584337681266,0.06253354307627333,0.0633931911557215
41,ARB07406@H,58.287652324361744,30.279299908759345,86.29600473996413,43.90498486770105,34.06421239735426,43.90498486770105,21.952492433850527,60.55859981751869,16.65361494981764,59.80161731979971,99.92168969890584,32.550247401916295,9.083789972627804,57.53066982664276,35.578177392792234,97.65074220574888,79.48316226049329,9.840772470346787,52.98877484032886,96.13677721031092,0.0630287558148717,0.06141740845050707,0.05815487159488188,0.06041646642075566
42,ARK08620@H,55.098448120648435,25.66229090550749,67.17482031147549,34.71957004862778,29.436157215140945,35.47434331055447,28.68138395321425,56.607994644501815,13.585918714680435,56.607994644501815,75.47732619266908,32.455250262847706,11.321598928900363,44.53162245367476,28.68138395321425,83.77983207386268,69.43914009725556,8.3025058811936,38.493436358261235,88.30847164542283,0.06299552566248826,0.0632956305795989,0.05753835158700618,0.061397230244215735
43,ARE29961@H,58.29869686532637,30.285037332637078,86.31235639801567,43.15617819900783,34.07066699921671,43.91330413232376,21.95665206616188,61.32720059859008,16.656770532950393,59.81294873195823,99.94062319770235,32.55641513258486,9.085511199791123,57.541570932010444,35.584918865848564,97.66924539775458,79.49822299817232,9.84263713310705,52.99881533211489,96.15499353112271,0.06305445482045835,0.06138063100432813,0.058055755612195975,0.06038322524709051
44,ARE29990@H,62.05406452366594,26.91501593797559,85.23088380358936,50.09183521789901,41.12016323857382,38.877245243742514,32.89613059085905,64.29698251849724,12.709868637377362,56.82058920239291,94.95019511452499,44.11072056501555,15.700425963819093,55.325310539172044,43.36308123340512,78.50212981909547,71.02573650299114,10.466950642546061,58.315867865613775,72.52101516621201,0.06327550038944554,0.0631584337681266,0.06253354307627333,0.0633931911557215
45,ARE30017@H,62.03793346295026,27.65546431480915,85.20872788887144,50.078813759249,41.109473981473066,38.86713903702908,32.88757918517845,64.28026840739425,13.45400966666391,56.80581859258096,93.43062268516606,44.09925390739838,15.696344611107897,55.3109286296183,43.35180892591705,79.97661301850214,70.25982825924487,10.464229740738597,57.55326357406229,72.50216320368885,0.06295277938192372,0.06326897386234644,0.06278281109609071,0.06355045417831061
46,ARE29999@H,62.05406452366594,26.91501593797559,85.23088380358936,50.09183521789901,41.12016323857382,38.877245243742514,32.89613059085905,64.29698251849724,12.709868637377362,56.82058920239291,94.95019511452499,44.11072056501555,15.700425963819093,55.325310539172044,43.36308123340512,78.50212981909547,71.02573650299114,10.466950642546061,58.315867865613775,72.52101516621201,0.06327550038944554,0.0631584337681266,0.06253354307627333,0.0633931911557215
47,ARE30008@H,62.08725119146323,26.92941015533345,85.27646549188925,50.11862445575948,41.142154403981664,38.89803689103721,32.91372352318533,64.3313687044077,13.464705077666725,56.85097699459284,94.25293554366708,44.1343110879076,15.70882259061118,55.35489865262987,43.38627191692611,80.04019129501887,70.31568207225956,10.472548393740787,57.59901616557433,72.55979958520402,0.06326099384637801,0.06300354679930795,0.062436548106030054,0.0632597402667992
48,ARE29985@H,57.4638144762399,31.7563185263431,86.95182453641563,42.34175803512414,34.02462699251046,43.85396367923571,22.683084661673643,62.756534230630415,15.122056441115761,59.73212294240726,99.80557251136403,31.7563185263431,9.073233864669458,57.4638144762399,35.53683263662204,96.78116122314087,80.14689913791354,9.829336686725245,52.927197543905166,95.2689555790293,0.06349930378195569,0.061651700462693006,0.05797631639107124,0.06076985730849196
49,ARE29979@H,58.28444953140521,30.2776361202105,86.29126294259993,43.90257237430522,34.06234063523681,43.90257237430522,21.95128618715261,60.555272240421,16.652699866115775,60.555272240421,99.91619919669465,32.548458829226284,9.08329083606315,57.52750862839995,35.57622244124734,97.64537648767886,79.47879481555256,9.840231739068413,52.98586321036837,95.37455377866307,0.06304515297414849,0.06142862273785143,0.058150226122190625,0.06043509516054705
50,ARE29967@H,58.2888149916585,30.279903891770648,86.29772609154635,43.148863045773176,34.06489187824198,43.90586064306744,21.95293032153372,61.31680538083556,16.653947140473857,59.80281018624703,99.16668524554888,32.55089668365345,9.083971167531194,58.2888149916585,35.57888707283051,97.65269005096035,79.48474771589795,9.84096876482546,52.98983181059863,96.1386948563718,0.0630471090495045,0.06141329693198183,0.058101728984327236,0.060440267739920256
51,ARB07420@H,62.05406452366594,26.91501593797559,85.23088380358936,50.09183521789901,41.12016323857382,38.877245243742514,32.89613059085905,64.29698251849724,12.709868637377362,56.82058920239291,94.95019511452499,44.11072056501555,15.700425963819093,55.325310539172044,43.36308123340512,78.50212981909547,71.02573650299114,10.466950642546061,58.315867865613775,72.52101516621201,0.06327550038944554,0.0631584337681266,0.06253354307627333,0.0633931911557215
52,ARB07399@H,58.29869686532637,30.285037332637078,86.31235639801567,43.15617819900783,34.07066699921671,43.91330413232376,21.95665206616188,61.32720059859008,16.656770532950393,59.81294873195823,99.94062319770235,32.55641513258486,9.085511199791123,57.541570932010444,35.584918865848564,97.66924539775458,79.49822299817232,9.84263713310705,52.99881533211489,96.15499353112271,0.06305445482045835,0.06138063100432813,0.058055755612195975,0.06038322524709051
53,ARB07392@H,55.098448120648435,25.66229090550749,67.17482031147549,34.71957004862778,29.436157215140945,35.47434331055447,28.68138395321425,56.607994644501815,13.585918714680435,56.607994644501815,75.47732619266908,32.455250262847706,11.321598928900363,44.53162245367476,28.68138395321425,83.77983207386268,69.43914009725556,8.3025058811936,38.493436358261235,88.30847164542283,0.06299552566248826,0.0632956305795989,0.05753835158700618,0.061397230244215735
54,ARA15429@H,55.63223811274564,27.81611905637282,66.1572561340759,35.33398907160872,29.31969305942,34.58220207008513,29.31969305942,57.135812115792824,12.780379025901025,56.384025114269235,75.17870015235897,30.82326706246718,10.525018021330256,44.3554330898918,28.567906057896412,81.94478316607129,69.16440414017026,8.269657016759487,39.09292407922667,87.95907917826,0.06421119463544439,0.06423502249548013,0.05810800962706149,0.061658771718424245
55,APT69856@H,55.098448120648435,25.66229090550749,67.17482031147549,34.71957004862778,29.436157215140945,35.47434331055447,28.68138395321425,56.607994644501815,13.585918714680435,56.607994644501815,75.47732619266908,32.455250262847706,11.321598928900363,44.53162245367476,28.68138395321425,83.77983207386268,69.43914009725556,8.3025058811936,38.493436358261235,88.30847164542283,0.06299552566248826,0.0632956305795989,0.05753835158700618,0.061397230244215735
56,AZS52618@H,46.62848143811183,27.074602125355256,90.24867375118419,45.12433687559209,42.11604775055262,29.33081896913486,29.33081896913486,55.653348813230245,17.297662468976966,69.94272215716774,97.76939656378286,44.37226459433222,9.776939656378286,65.43028846960853,42.11604775055262,115.8191313140197,60.91785478204932,12.03315650015789,52.64505968819077,62.42199934456906,0.060675230700710764,0.06291244184541372,0.062226348017911874,0.06211369817609543
57,QEO75985@H,57.21501722777235,27.854679439836538,67.00179649041762,33.87731283223363,29.360337787935812,35.3829711803329,28.607508613886175,56.46218805372271,11.292437610744543,57.21501722777235,75.28291740496363,30.11316696198545,10.539608436694907,43.6640920948789,28.607508613886175,81.30555079736071,69.26028401256653,8.281120914545998,41.40560457272999,88.83384253785707,0.06367332414585487,0.06415198204167848,0.05787007497021659,0.06147544479261394
58,QEG03731@H,58.31979583079793,30.295997834180742,83.31399404399704,41.65699702199852,33.32559761759882,43.929196859562076,20.449798538072002,59.077195776652445,16.66279880879941,56.047595993234374,99.97679285279645,32.5681976717443,9.088799350254222,56.047595993234374,34.840397509307856,96.94719306937837,78.01219442301542,9.846199296108741,50.74579637225274,94.67499323181482,0.06325893027894416,0.06114106603408269,0.057902132814999195,0.06029792501745549
59,QEG03757@H,62.79180320755467,27.658294269994318,85.96496867700937,50.831459739449016,41.113680671613174,38.87111627134337,32.890944537290544,64.28684614106788,12.707864934862254,56.06411000674524,94.18770481133201,44.10376653863959,15.697950801888668,54.569067073232034,42.608723605126386,80.73231840971314,68.7719749416075,10.465300534592446,58.30667440701505,72.50958227539051,0.06299644831968972,0.06342988246299586,0.06239503568229713,0.06365716677841403
60,QEG03785@H,57.205941509121736,27.850260997861895,66.99116834620834,33.87193905145366,29.355680511259838,35.3773585648516,28.602970754560868,56.45323175242276,11.290646350484552,57.958651265820706,75.27097566989701,30.108390267958807,10.537936593785583,43.65716588854027,29.355680511259838,80.5399439667898,68.49658785960628,8.279807323688672,41.39903661844336,88.81975129047848,0.06366899133096805,0.06412221846474181,0.057914795480628875,0.061584238024691075
61,QEG03794@H,63.52474769997054,27.651948998810706,85.94524688819543,50.81979815997643,41.104248511745645,38.86219859292315,32.88339880939651,64.27209767291137,12.704949539994107,56.79859794350307,94.16609659054456,44.09364840350896,15.694349431757427,54.55654802468058,42.5989484576273,79.96644710466879,68.75619751055635,10.462899621171617,58.293297889384725,71.74559740231966,0.06305286079027732,0.06347942598076671,0.062442110528166776,0.06367562975995944
62,QEG03814@H,62.7547435811165,27.641970386920363,85.9142322836714,50.80145908947526,41.08941544001675,38.848174597834024,32.8715323520134,64.24890414257165,12.700364772368815,56.77810133529588,94.13211537167474,44.077736562927065,15.688685895279125,55.283940773840726,43.330656282199485,79.1905097571232,68.73138582693711,10.459123930186083,58.27226189675103,71.71970694984742,0.06312400704496703,0.06359808716944736,0.062498543886636344,0.06369908117137196
63,QEG03803@H,62.80335865086515,27.66338416764298,84.48547056604478,50.09315511438054,41.12124673568551,38.878269641011755,31.401679325432575,68.03697187177058,11.214885473368776,57.56974542995972,93.4573789447398,44.11188286191719,16.448498694274207,54.579109303728046,41.86890576724343,82.99015250292895,70.27994896644434,10.467226441810858,57.56974542995972,73.270585092676,0.06286213646885272,0.06366070428129059,0.06267317999752085,0.0631449476944174
64,QEG03748@H,58.31750206041792,30.294806265152168,86.34019785568367,42.41272877121303,34.08165704829619,43.927469084470644,21.963734542235322,60.589612530304336,16.662143445833692,58.31750206041792,101.48760098825976,32.56691673503858,9.08844187954565,58.31750206041792,34.83902720492499,98.45812036174455,79.52386644602444,9.845812036174454,52.25854080738749,96.18600989185813,0.06315211197389578,0.0614136488619048,0.05768979349076833,0.06037428904462683
65,QEG03740@H,62.806321824499555,27.664689375077188,85.98484535496964,50.09551859811274,41.12318690889852,38.88010398659497,32.89854952711882,64.30171043936859,12.710803226386815,56.82476736502341,94.20948273674934,44.1139641386366,15.701580456124889,54.581684442719855,42.61857552376756,80.750985202928,68.7878762839757,10.46772030408326,58.32015597989245,71.77865351371378,0.06292430410375748,0.06339517132136488,0.06244398417197079,0.06354223296838836
