,#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6,Xc2.lambda7,Xc2.lambda8,Xc2.lambda9,Xc2.lambda10,Xc2.lambda11,Xc2.lambda12
10,AOG74783@H,37.9202219588254,19.212912459138206,45.504266350590484,23.257736134746246,19.71851541858921,23.257736134746246,19.212912459138206,37.9202219588254,7.58404439176508,37.9202219588254,50.560295945100535,20.224118378040217,7.078441432314075,30.33617756706032,19.212912459138206,54.60511962070858,46.51547226949249,5.561632553961059,26.796956850903285,59.661149215218636,0.04284194956559549,0.04306339817959796,0.03924638854033,0.041542364722314734,0.04120105472466797,0.04222817323950965,0.04003168956198548,0.04066593582539625,0.04080847893834974,0.040596559934702625,0.041411705852345715,0.04075934146419897
11,ARK08679@H,41.10054188753983,18.5453664614509,57.641003866671724,33.582150078843526,27.567436631886476,26.063758270147215,22.05394930550918,43.10544636985885,8.52084404985582,37.59195904348156,63.15449119304902,29.071114993625738,10.525748532174836,36.58950680232205,29.071114993625738,54.633647143193194,46.61402921391713,7.017165688116558,39.09563740522082,49.1201598168159,0.042214316316112915,0.04226718993525715,0.041696350758487426,0.0425391813555401,0.04089664663256486,0.04068183033065309,0.041414910613741036,0.04100931576835284,0.04224050667991977,0.04032164477208664,0.04138853807731423,0.042103448180215775
12,ARU07610@H,41.59843776543294,18.543881895433962,57.636389674997446,33.579461810650685,27.565229844563998,26.061671853042323,22.052183875651195,43.101995756954615,8.520161951956144,37.588949788041816,63.149435643910245,29.06878783608567,10.524905940651708,36.58657779369403,29.06878783608567,54.12808769478021,46.61029773717185,7.016603960434471,39.09250777956348,49.116227723041305,0.042208270555128775,0.04227782575813846,0.04170334496457148,0.042570097264499035,0.04089310543833805,0.04069942815997129,0.041431292481223035,0.04099137868803745,0.04224588229957031,0.0403026253807253,0.04137184740709095,0.042118904428815065
13,ARK08670@H,42.048874359212924,18.521527991558074,55.56458397467422,33.5389831198484,27.031419230922594,26.03025555570324,21.024437179606462,46.05352906009035,7.508727564145166,38.54480149594518,63.57389337642907,30.034910256580662,11.012800427412909,35.541310470287115,28.03258290614195,55.56458397467422,47.55527457291938,7.008145726535488,38.54480149594518,49.05702008574841,0.04229826058132696,0.04257878539041909,0.04195838150412195,0.04250142593459397,0.04107485748910748,0.041117711833129025,0.04123449423953327,0.041099107250742034,0.04182654019195745,0.040621464619532484,0.040896637736989046,0.042210495618869595
14,ARK08627@H,38.6847871660976,21.37843501284341,58.536191106595055,28.50458001712455,22.90546608518937,29.522600732021854,15.27031072345958,42.24785966823817,10.180207148973054,40.21181823844356,67.18936718322216,21.37843501284341,6.108124289383832,38.6847871660976,23.923486800086675,65.15332575342754,53.95509788955718,6.6171346468324845,35.63072502140569,64.13530503853023,0.0427478940336623,0.04150408274434029,0.039029804768534446,0.04091042367306069,0.04085795216216298,0.04160604581872889,0.040498443039418554,0.039980130352457094,0.04173708798930136,0.04041094653392165,0.04008919122021812,0.041617640215540985
15,ARK08635@H,41.644389748100686,18.062626878694275,57.70005808471782,33.61655557979212,27.595679953560694,26.09046104700284,22.076543962848557,43.14960865465854,8.529573803827851,37.630472663946406,64.72441298198781,29.10089886011855,10.536532345904993,37.12873302842712,28.09741958907998,54.187880636082824,47.16352573881282,7.024354897269995,38.63395193498497,48.66874464537068,0.04230516051823096,0.04233491928614041,0.04172611051190966,0.042522859207754324,0.04072597591736578,0.040663916698767025,0.04143664400959051,0.040832604866124333,0.042103783197825505,0.04027384155631021,0.04124306569002276,0.042091483020673184
16,ARK08642@H,37.078396779138835,17.777313524244647,45.20516867593639,23.364469203292966,19.809006498444035,23.872392446842813,19.301083254894188,38.09424326623853,8.6346951403474,38.602166509788375,51.300247598534554,21.840699472643426,7.6188486532477055,29.967471369440975,19.301083254894188,55.36363354693333,46.221015163036085,5.587155679048318,26.412008664592047,59.427019495332104,0.042890423181974155,0.042967737792710695,0.038970840105244126,0.0414544930188048,0.040954637620433706,0.041955952947430424,0.03982099932042888,0.04048476488787654,0.04030500591334264,0.040489938586426376,0.041179568856671726,0.040602394218808686
17,ARK08651@H,41.602704186787676,18.545783794110168,58.14353838153458,33.582905789334625,27.568056991244845,26.064344791722398,22.054445592995876,43.106416386310116,8.52103579729386,37.592804988061154,63.155912379942734,29.07176919076729,10.525985396657122,36.59033018837952,29.07176919076729,53.63240178296724,46.61507818519583,7.017323597771415,39.09651718758359,49.1212651843999,0.04221427538352244,0.042293986868239875,0.041681929318790965,0.042534388598029584,0.040914922133124615,0.04067072630149172,0.04140521441283942,0.04101152216117117,0.04225783213888331,0.04031524650434467,0.041346869281096835,0.04211568705765009
18,ARK08661@H,41.59352167896586,18.541690387008874,57.128451462676,33.575493403502556,27.561972196905085,26.058591895255717,22.04957775752407,43.09690198061522,8.519155042679754,37.58450754123421,63.14197266927347,29.065352498554454,10.523662111545578,36.58225400680129,29.065352498554454,54.622817626593715,46.604789351130414,7.015774741030385,39.087887842883575,49.110423187212696,0.0421726705843302,0.042287754234103275,0.04170978285394184,0.0425764411160979,0.0408581863867438,0.040706967120268334,0.04147526380362694,0.04101687257132032,0.04225168880615703,0.04029597511778793,0.0413821679476132,0.042139462241553176
19,ARU07587@H,41.59843776543294,18.543881895433962,57.636389674997446,33.579461810650685,27.565229844563998,26.061671853042323,22.052183875651195,43.101995756954615,8.520161951956144,37.588949788041816,63.149435643910245,29.06878783608567,10.524905940651708,36.58657779369403,29.06878783608567,54.12808769478021,46.61029773717185,7.016603960434471,39.09250777956348,49.116227723041305,0.042208270555128775,0.04227782575813846,0.04170334496457148,0.042570097264499035,0.04089310543833805,0.04069942815997129,0.041431292481223035,0.04099137868803745,0.04224588229957031,0.0403026253807253,0.04137184740709095,0.042118904428815065
20,ARU07601@H,37.072963781609,17.77470866241527,45.198544884427406,23.36104567060293,19.806103938119875,23.86889448952908,19.298255119193723,38.088661419461296,8.633429921744561,38.596510238387445,50.78488189261506,21.837499213824476,7.617732283892259,29.963080316642888,19.298255119193723,55.86337008187657,46.214242522279704,5.586337008187657,26.408138584159833,59.418311814359626,0.04283963267883956,0.04298405537150673,0.03897142615422251,0.04141029285677538,0.040990751387766325,0.0420250505287022,0.039833976964175836,0.04048955018812688,0.0403745396683399,0.0404847331981171,0.04117617680337399,0.04057099527390291
21,ARU07568@H,41.59843776543294,18.543881895433962,57.636389674997446,33.579461810650685,27.565229844563998,26.061671853042323,22.052183875651195,43.101995756954615,8.520161951956144,37.588949788041816,63.149435643910245,29.06878783608567,10.524905940651708,36.58657779369403,29.06878783608567,54.12808769478021,46.61029773717185,7.016603960434471,39.09250777956348,49.116227723041305,0.042208270555128775,0.04227782575813846,0.04170334496457148,0.042570097264499035,0.04089310543833805,0.04069942815997129,0.041431292481223035,0.04099137868803745,0.04224588229957031,0.0403026253807253,0.04137184740709095,0.042118904428815065
22,ARU07594@H,39.39699268616621,19.954320970915354,56.79306737875908,28.65235831721179,23.02421650490233,28.65235831721179,14.326179158605894,41.4435897088242,12.791231391612406,41.4435897088242,67.026052492049,23.02421650490233,6.139791067973955,37.862044919172725,24.55916427189582,69.072649514707,52.699873333443115,6.651440323638451,34.792149385185745,63.44450770239754,0.04245088665005528,0.0415102536804873,0.0388861156485495,0.04077780614880613,0.04062381765523009,0.04105723327520906,0.040442223644162195,0.039704580987235505,0.04139610577270855,0.03984668715572906,0.040058858933743086,0.041596174783587986
23,APT69890@H,37.992319268909434,18.74287750599532,46.09734737961011,22.288827304426867,19.756006019832906,23.301955818264453,19.756006019832906,37.992319268909434,8.10502811070068,38.49888352582823,50.65642569187924,20.2625702767517,7.091899596863094,29.887291158208754,19.249441762914113,54.20237549031079,46.09734737961011,5.572206826106717,27.861034130533586,59.77458231641751,0.043003619423380254,0.043272924590030994,0.0390113174030022,0.04135735617980888,0.041135071046448805,0.042162196513297986,0.04002576321605748,0.04057943609679289,0.04046060413167573,0.04064335785071077,0.041254598751024295,0.04052949787897733
24,APT69883@H,37.0280217980564,17.753161136054437,45.14375260310986,23.33272606452869,19.782093837317802,23.839959239844532,19.274860662001963,38.04248814868808,8.622963980369299,38.549721324003926,50.72331753158411,22.318259713897007,7.608497629737617,29.926757343634623,19.274860662001963,55.795649284742524,45.6509857784257,5.579564928474252,26.376125116423736,59.34628151195341,0.04287274238936769,0.043069730292972196,0.039103330214780525,0.041455372508229456,0.04099942071000873,0.04208719819181493,0.03979612017647253,0.04057437034612746,0.040385564634569604,0.04061128538850954,0.041227644346503126,0.04058404548480308
25,APT69869@H,37.63389976643588,17.79981745709805,45.77095917539499,22.376913374637553,19.83408230933783,23.902612013817386,19.325516096277884,38.65103219255577,8.645625622019054,38.142465979495825,51.36518751905438,21.868347161577606,7.119926982839221,29.496840357476774,19.325516096277884,55.94228343659388,46.78809160151488,5.594228343659388,26.445443079117105,59.50224692801349,0.04268474656388805,0.04289555534847114,0.03885385564405107,0.04124529847470441,0.0409466006411188,0.04200538123446672,0.03971111323451992,0.040740860962026886,0.04038275921631211,0.040426620605196625,0.040986116177522944,0.04055487883777708
26,APT69849@H,37.10251578696251,17.788877432105313,45.23457404163923,23.379667482195554,19.821891995774493,23.88792112311285,19.313638354857197,38.1190230687971,8.64031189559401,38.627276709714394,50.82536409172947,21.346652918526377,8.132058254676714,29.986964814120384,19.313638354857197,55.907900500902414,46.25108132347381,5.590790050090241,26.429189327699323,59.46567598732348,0.04289140162619115,0.042905374825388906,0.03912950897019386,0.04134439977987331,0.040982179726324376,0.04195174217202423,0.039726053680127243,0.040422582995408365,0.040365334820441495,0.04037860484350262,0.041135608459787004,0.040513567183442754
27,APT69876@H,38.50273290659311,18.744751546630855,45.59534159991289,22.291055893290746,19.75798135996225,23.304285706622142,19.75798135996225,37.99611799992741,8.10583850665118,38.50273290659311,50.661490666569875,20.26459626662795,7.092608693319783,29.89027949327623,19.251366453296555,54.20779501322977,46.608571413244285,5.572763973322687,27.863819866613433,59.27394407988675,0.04293860793418312,0.04330605735759334,0.03898682413865591,0.04134198333532249,0.04111865369310359,0.042214896787812047,0.03996009670584048,0.04057864482455609,0.0405294360026272,0.04066043982558066,0.041263766452772306,0.040485686276254054
28,APT69862@H,37.63389976643588,17.79981745709805,45.77095917539499,22.376913374637553,19.83408230933783,23.902612013817386,19.325516096277884,38.65103219255577,8.645625622019054,38.142465979495825,51.36518751905438,21.868347161577606,7.119926982839221,29.496840357476774,19.325516096277884,55.94228343659388,46.78809160151488,5.594228343659388,26.445443079117105,59.50224692801349,0.04268474656388805,0.04289555534847114,0.03885385564405107,0.04124529847470441,0.0409466006411188,0.04200538123446672,0.03971111323451992,0.040740860962026886,0.04038275921631211,0.040426620605196625,0.040986116177522944,0.04055487883777708
29,APU51916@H,41.59843776543294,18.543881895433962,57.636389674997446,33.579461810650685,27.565229844563998,26.061671853042323,22.052183875651195,43.101995756954615,8.520161951956144,37.588949788041816,63.149435643910245,29.06878783608567,10.524905940651708,36.58657779369403,29.06878783608567,54.12808769478021,46.61029773717185,7.016603960434471,39.09250777956348,49.116227723041305,0.042208270555128775,0.04227782575813846,0.04170334496457148,0.042570097264499035,0.04089310543833805,0.04069942815997129,0.041431292481223035,0.04099137868803745,0.04224588229957031,0.0403026253807253,0.04137184740709095,0.042118904428815065
30,APU51926@H,41.59843776543294,18.543881895433962,57.636389674997446,33.579461810650685,27.565229844563998,26.061671853042323,22.052183875651195,43.101995756954615,8.520161951956144,37.588949788041816,63.149435643910245,29.06878783608567,10.524905940651708,36.58657779369403,29.06878783608567,54.12808769478021,46.61029773717185,7.016603960434471,39.09250777956348,49.116227723041305,0.042208270555128775,0.04227782575813846,0.04170334496457148,0.042570097264499035,0.04089310543833805,0.04069942815997129,0.041431292481223035,0.04099137868803745,0.04224588229957031,0.0403026253807253,0.04137184740709095,0.042118904428815065
31,APU51936@H,41.56548318095788,18.529191297535437,57.59072970855609,33.55285991715876,27.543392469309435,26.041025607347102,22.03471397544755,43.067850042920206,8.513412217786552,37.55917154905832,63.099408202417976,29.045759331271768,10.516568033736329,37.058382595070874,29.045759331271768,53.58441807665653,46.57337272083232,7.01104535582422,39.06153841102065,49.07731749076954,0.04219594707230671,0.04234904056094983,0.04173235275993399,0.04261415643599651,0.04086617096022647,0.04078907885081336,0.04151065217285117,0.041060696864382316,0.042193708135551324,0.04033052189086753,0.041355463929479114,0.04221325637919746
32,ARB07433@H,41.56357812540073,18.528342055901533,57.08732417223715,33.5513221012271,27.542130083096872,26.039832078564316,22.033704066477497,43.065876129933294,9.01378802719534,38.058216114824766,62.59575018885653,29.54519408914028,10.516086031727896,37.056684111803065,29.04442808762943,53.58196216166119,47.07200414202011,7.0107240211519315,38.55898211633562,48.57430214655267,0.0421764977973409,0.0423883387349137,0.04206262407955693,0.0425769222103824,0.041009642461147626,0.040766818274663406,0.04119498241128605,0.04088326304933227,0.042216780136702714,0.040521282237921084,0.04144171354069182,0.04199513355520881
33,ARB07425@H,37.282005462548675,20.152435385161446,45.84679050124229,23.17530069293566,19.64862450053241,22.671489808306625,19.144813615903374,38.28962723180675,7.053352384806506,36.778194577919635,51.388710232161685,19.64862450053241,7.557163269435542,29.724842193113133,18.641002731274337,54.915386424564936,45.84679050124229,5.541919730919397,26.701976885338915,59.44968438622627,0.043107507113832856,0.042973816646644895,0.03966614108017112,0.041871000502304655,0.04124056261526563,0.04263179703405627,0.03997364734573569,0.040730550251183995,0.04076245722569485,0.04087462184813986,0.04178501908947814,0.04057199461845593
34,ARE29973@H,38.6847871660976,21.37843501284341,58.536191106595055,28.50458001712455,22.90546608518937,29.522600732021854,15.27031072345958,42.24785966823817,10.180207148973054,40.21181823844356,67.18936718322216,21.37843501284341,6.108124289383832,38.6847871660976,23.923486800086675,65.15332575342754,53.95509788955718,6.6171346468324845,35.63072502140569,64.13530503853023,0.0427478940336623,0.04150408274434029,0.039029804768534446,0.04091042367306069,0.04085795216216298,0.04160604581872889,0.040498443039418554,0.039980130352457094,0.04173708798930136,0.04041094653392165,0.04008919122021812,0.041617640215540985
35,ARB07608@H,30.219388296246695,18.131632977748016,57.92049423447283,33.744983597475475,28.20476240983025,19.642602392560352,19.642602392560352,36.76692242710014,13.598724733311013,40.292517728328924,66.98631072334683,30.219388296246695,6.5475341308534505,45.32908244437004,25.68648005180969,78.06675309863729,43.31445655795359,7.554847074061674,36.76692242710014,44.32176950116182,0.041089329660921846,0.04248778468594689,0.04251225326411966,0.04252648771777923,0.040778843410820616,0.04107442654130435,0.0406476782022595,0.04052660665664578,0.04124706548470711,0.040136068248905823,0.042075363217117065,0.041241621305360576
36,ARA15421@H,41.59272655749347,18.541335935268172,57.62847655556324,33.57485155845858,27.56144530918242,26.058093746863378,22.049156247345937,43.09607811981251,8.518992186474566,37.58378905797603,63.641882804839405,29.06479687150146,10.523460936233288,36.58155468309667,28.563679684061782,54.12065624348548,46.60389843189027,7.015640624155525,39.08714062029507,49.109484369088676,0.04225241120846922,0.04225066557507941,0.04173907768832194,0.04256319434565678,0.04094832255033014,0.04069925556859641,0.04145413927086651,0.04098179106210007,0.04219660773291867,0.040329054029807784,0.04138121609019675,0.042087077437975955
37,ARB07599@H,30.219388296246695,18.131632977748016,57.92049423447283,33.744983597475475,28.20476240983025,19.642602392560352,19.642602392560352,36.76692242710014,13.598724733311013,40.292517728328924,66.98631072334683,30.219388296246695,6.5475341308534505,45.32908244437004,25.68648005180969,78.06675309863729,43.31445655795359,7.554847074061674,36.76692242710014,44.32176950116182,0.041089329660921846,0.04248778468594689,0.04251225326411966,0.04252648771777923,0.040778843410820616,0.04107442654130435,0.0406476782022595,0.04052660665664578,0.04124706548470711,0.040136068248905823,0.042075363217117065,0.041241621305360576
38,ARB07438@H,31.253983670132357,18.651570899917697,61.49977431864754,31.75808018094094,28.229404605280838,20.163860432343455,20.163860432343455,37.303141799835394,10.586026726980315,45.368685972772774,65.02844989430764,27.221211583663663,7.057351151320209,45.87278248358136,27.221211583663663,77.6308626645223,39.319527843069736,8.065544172937383,34.27856273498387,44.86458946196419,0.0407393107373867,0.04242425451887756,0.04160135659368926,0.04189579277146013,0.041398118196154896,0.04139297475437993,0.04039732758499762,0.0405537558903243,0.041069007102918935,0.0402845214242855,0.0417806129912074,0.042366456625731394
39,ARB07617@H,30.219388296246695,18.131632977748016,57.92049423447283,33.744983597475475,28.20476240983025,19.642602392560352,19.642602392560352,36.76692242710014,13.598724733311013,40.292517728328924,66.98631072334683,30.219388296246695,6.5475341308534505,45.32908244437004,25.68648005180969,78.06675309863729,43.31445655795359,7.554847074061674,36.76692242710014,44.32176950116182,0.041089329660921846,0.04248778468594689,0.04251225326411966,0.04252648771777923,0.040778843410820616,0.04107442654130435,0.0406476782022595,0.04052660665664578,0.04124706548470711,0.040136068248905823,0.042075363217117065,0.041241621305360576
40,ARB07414@H,41.605389543969245,18.04571112750473,57.144751903764984,33.58507348730048,27.569836444798895,26.066027184173503,22.055869155839115,43.10919880459464,8.521585810210569,38.096501269176656,63.66125869980836,29.57491545896609,10.526664824377761,37.09396176209306,29.07364570542429,52.633324121888805,47.62062658647082,7.017776549585173,39.09904077626025,48.62316609355442,0.04242432566666843,0.04234583600736959,0.041926865536111566,0.04250323379644568,0.04092982004460601,0.04063166758736585,0.04127308239641336,0.040895963695224635,0.04194144743416551,0.04044764638125665,0.041361313765869094,0.04204904414670554
41,ARB07406@H,39.31023068905479,20.42089905924924,58.19956231886034,29.6103036359114,22.973511441655397,29.6103036359114,14.8051518179557,40.84179811849848,11.231494482587083,40.33127564201725,67.3889668955225,21.952466488692934,6.126269717774773,38.799708212573556,23.99455639461786,65.8573994660788,53.60486003052926,6.636792194256003,35.736573353686175,64.83635451311635,0.042507715310591575,0.041420993953881526,0.039220681000591305,0.040745940824670944,0.04071629505048977,0.04140743724134288,0.04030648732824221,0.039880058299480985,0.0413489687074257,0.04037690384619388,0.04012563572587402,0.04142040622998423
42,ARK08620@H,37.20393433744379,17.327859828398477,45.35822131551367,23.44357506195088,19.876074509045313,23.953217998080248,19.366431572915946,38.223220209702525,9.173572850328606,38.223220209702525,50.9642936129367,21.914646253562783,7.644644041940505,30.068933231632652,19.366431572915946,56.57036591035974,46.88715012390176,5.6060722974230375,25.991789742597717,59.628223527135944,0.04253625066114451,0.042738889465164555,0.038851421906482185,0.04145703918021418,0.04084893344687644,0.041824104516723394,0.03963842670286872,0.040427610655667905,0.04025447700418353,0.04027828171517276,0.04109914174505893,0.04040248687107589
43,ARE29961@H,39.31494605790519,20.42334860150919,58.206543514301195,29.103271757150598,22.97626717669784,29.613855472188327,14.806927736094163,41.35728091805611,11.232841730830055,40.336113487980654,67.39705038498033,21.95509974662238,6.127004580452757,38.804362342867464,23.9974346067733,65.86529923986714,53.61129007896162,6.637588295490487,35.74086005264108,64.84413180979168,0.042522090943191135,0.04139331283012948,0.03915111354061711,0.04072069138827761,0.04062374582878926,0.04136281975155971,0.040436533999527687,0.03986765203412579,0.04141598315674701,0.04035533667067558,0.04011247777846382,0.04145452704016598
44,ARE29990@H,41.605389543969245,18.04571112750473,57.144751903764984,33.58507348730048,27.569836444798895,26.066027184173503,22.055869155839115,43.10919880459464,8.521585810210569,38.096501269176656,63.66125869980836,29.57491545896609,10.526664824377761,37.09396176209306,29.07364570542429,52.633324121888805,47.62062658647082,7.017776549585173,39.09904077626025,48.62316609355442,0.04242432566666843,0.04234583600736959,0.041926865536111566,0.04250323379644568,0.04092982004460601,0.04063166758736585,0.04127308239641336,0.040895963695224635,0.04194144743416551,0.04044764638125665,0.041361313765869094,0.04204904414670554
45,ARE30017@H,41.56357812540073,18.528342055901533,57.08732417223715,33.5513221012271,27.542130083096872,26.039832078564316,22.033704066477497,43.065876129933294,9.01378802719534,38.058216114824766,62.59575018885653,29.54519408914028,10.516086031727896,37.056684111803065,29.04442808762943,53.58196216166119,47.07200414202011,7.0107240211519315,38.55898211633562,48.57430214655267,0.0421764977973409,0.0423883387349137,0.04206262407955693,0.0425769222103824,0.041009642461147626,0.040766818274663406,0.04119498241128605,0.04088326304933227,0.042216780136702714,0.040521282237921084,0.04144171354069182,0.04199513355520881
46,ARE29999@H,41.605389543969245,18.04571112750473,57.144751903764984,33.58507348730048,27.569836444798895,26.066027184173503,22.055869155839115,43.10919880459464,8.521585810210569,38.096501269176656,63.66125869980836,29.57491545896609,10.526664824377761,37.09396176209306,29.07364570542429,52.633324121888805,47.62062658647082,7.017776549585173,39.09904077626025,48.62316609355442,0.04242432566666843,0.04234583600736959,0.041926865536111566,0.04250323379644568,0.04092982004460601,0.04063166758736585,0.04127308239641336,0.040895963695224635,0.04194144743416551,0.04044764638125665,0.041361313765869094,0.04204904414670554
47,ARE30008@H,41.64197146834356,18.061577986269498,57.19499695652008,33.61460347444601,27.594077479022843,26.088945980167054,22.075261983218276,43.14710296719936,9.030788993134749,38.12999797101338,63.21552295194324,29.600919477497232,10.53592049199054,37.12657697177619,29.099208977878636,53.6830234591899,47.16078696414813,7.02394699466036,38.631708470631985,48.665918463003926,0.04242920165182219,0.04225653170134168,0.041876245202020664,0.04242836087494687,0.04094850860574071,0.04056849074917276,0.04123745890846086,0.04078273941934995,0.042044859624333505,0.040376538361134785,0.041371403096931415,0.04196916218614749
